LGA_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
LGA40430,70,20,10,95,46,18,4,3,73,0,0,0,73,5,16,90,61,32,9,0,104,7,5,8,106,28,8,141,68,35,3,4,103,0,5,4,111,35,13,162,68,44,12,5,131,5,8,13,143,55,14,218,61,51,6,0,120,3,3,4,126,116,18,264,23,34,0,0,61,0,4,4,62,187,16,264,11,14,0,0,26,0,0,0,26,218,17,263,3,3,0,0,9,0,0,0,9,369,38,416,506,342,44,17,913,30,28,60,968,1104,172,2248
LGA40520,449,98,34,584,253,125,9,8,401,9,7,17,416,82,36,533,301,120,8,8,442,18,6,23,469,119,32,621,320,165,19,10,515,13,11,22,537,150,27,714,311,155,7,6,476,14,12,28,506,171,40,720,251,167,23,14,452,10,7,15,467,265,45,778,92,98,14,5,216,0,0,0,219,503,51,772,20,63,5,0,88,0,0,0,88,560,47,687,10,34,3,0,55,3,0,3,55,959,83,1109,2680,1640,151,109,4580,147,131,273,4853,3444,520,8818
LGA40700,2232,303,65,2603,1705,782,55,19,2566,45,31,82,2650,328,64,3036,1753,819,49,27,2647,55,38,91,2735,383,68,3190,1693,749,45,18,2504,48,24,76,2582,391,63,3032,1448,681,63,14,2205,43,31,71,2278,547,52,2873,1025,698,84,15,1820,38,12,52,1868,949,36,2853,452,546,37,9,1046,10,18,28,1076,1616,36,2733,173,354,11,4,547,3,9,13,559,2191,57,2807,81,215,16,12,320,0,3,9,327,4724,187,5235,12559,8801,751,198,22310,466,551,1013,23322,14134,828,38283
LGA40910,3273,466,105,3847,1956,925,74,23,2980,70,51,123,3099,412,79,3591,1907,852,69,25,2852,68,32,97,2951,382,106,3445,1846,895,65,16,2815,57,45,100,2915,548,81,3543,1531,812,67,14,2427,53,34,84,2512,696,85,3287,936,752,75,3,1766,35,47,80,1851,1097,69,3015,323,422,37,5,783,11,20,31,812,1714,62,2591,92,188,19,0,303,0,7,7,305,2183,78,2563,20,108,9,7,147,0,0,4,147,5514,365,6032,15611,10431,958,281,27289,714,741,1451,28740,15705,1449,45893
LGA41010,156,37,17,202,87,40,5,0,133,7,0,3,137,27,12,178,110,36,9,0,154,3,0,3,154,33,18,213,133,47,5,0,192,0,5,10,198,38,23,257,103,49,3,3,160,5,3,9,167,47,14,230,81,50,13,0,140,5,0,3,152,75,16,240,35,41,0,0,78,3,0,3,84,122,14,220,14,12,0,0,27,0,0,0,33,150,8,184,10,7,0,0,19,0,0,0,19,214,14,241,962,515,62,49,1586,52,20,75,1664,925,205,2792
LGA41060,7173,996,319,8491,3896,1830,157,58,5944,140,92,228,6175,913,246,7335,4096,1678,154,60,5985,179,90,260,6249,1050,269,7570,4174,1846,173,81,6271,165,97,260,6530,1401,250,8182,3599,1781,211,56,5652,148,84,234,5881,1808,276,7963,2230,1536,209,30,4010,121,90,206,4219,3120,232,7570,746,805,97,21,1659,26,29,55,1715,4551,194,6455,209,415,38,15,682,0,11,10,693,5138,220,6053,85,196,14,15,312,0,7,7,318,10594,572,11483,36191,21956,2438,761,61344,1665,1467,3134,64477,35106,3815,103394
LGA41140,421,55,18,502,233,116,14,5,362,8,4,8,374,55,24,450,264,138,11,8,420,6,9,19,437,65,41,538,316,171,18,6,510,10,5,12,523,102,31,650,293,179,32,0,502,3,5,10,515,141,45,704,238,175,31,8,453,8,10,19,467,225,44,740,114,116,16,5,255,5,4,11,265,438,39,741,34,70,3,3,115,0,0,0,115,460,32,613,34,54,3,5,96,0,0,0,100,822,77,1001,2398,1646,206,81,4337,73,66,144,4479,2698,485,7658
LGA41190,74,4,8,88,39,28,0,0,69,0,0,0,70,5,7,80,45,28,5,0,83,0,0,0,83,11,8,97,64,11,9,4,89,4,0,4,91,8,11,117,66,20,8,0,96,0,0,0,96,21,10,126,45,40,4,7,98,6,0,6,102,46,16,160,24,19,0,3,49,0,0,0,48,62,6,119,7,17,0,0,23,0,0,0,23,74,13,103,3,4,3,0,16,0,0,0,16,144,25,182,476,283,43,23,831,14,3,13,843,438,113,1402
LGA41330,50,16,13,82,29,16,0,0,44,0,3,0,51,21,18,88,24,13,0,0,36,10,5,9,52,21,24,95,26,12,3,0,47,6,0,4,55,30,17,106,33,21,3,4,62,8,5,10,74,29,18,114,31,12,0,0,42,9,5,16,58,46,17,120,15,12,4,0,31,5,3,6,38,68,28,138,9,3,0,0,15,0,0,0,17,61,28,114,5,6,0,0,11,0,0,0,11,135,56,200,316,157,28,22,528,50,24,70,595,499,284,1382
LGA41560,520,121,41,687,292,153,18,4,463,27,7,33,495,123,46,664,296,175,12,8,487,31,5,34,528,134,39,702,394,249,23,7,678,28,18,47,724,220,67,1013,341,285,36,3,667,32,12,43,710,320,91,1120,255,245,33,11,542,29,31,58,604,657,88,1347,102,138,18,4,256,6,6,8,265,1085,90,1439,24,72,3,10,103,0,0,0,108,1148,94,1352,5,32,8,10,56,3,6,3,59,1844,223,2118,2759,2199,282,107,5346,269,146,421,5766,6225,933,12925
LGA41750,42,10,6,59,29,17,0,0,51,0,0,0,51,6,4,61,21,16,0,0,35,0,0,3,38,10,5,49,26,9,0,0,42,0,3,3,42,15,8,61,45,20,4,6,70,4,0,4,73,12,5,89,24,25,0,0,48,4,0,0,52,39,10,100,14,8,4,0,22,0,0,0,25,54,7,88,8,5,0,0,14,0,0,0,14,23,4,39,4,6,0,0,8,0,0,0,8,62,3,79,257,170,17,6,451,10,7,18,469,276,62,810
LGA41830,52,7,11,72,37,14,0,0,56,0,0,0,57,8,10,73,38,20,5,0,62,0,0,0,63,11,10,81,47,25,9,5,79,3,0,0,88,20,9,114,66,21,8,9,97,3,3,8,99,27,10,139,44,27,4,0,81,4,3,7,88,44,10,143,28,26,4,4,56,0,0,0,60,90,8,160,16,9,3,0,33,0,0,0,33,98,22,147,7,5,0,0,12,0,0,0,12,157,31,200,414,236,44,19,716,13,15,32,748,515,139,1407
LGA41960,29,10,7,43,42,21,0,3,62,0,0,0,61,4,9,82,27,24,8,0,53,0,0,0,52,4,6,67,49,19,6,0,74,0,0,0,80,11,11,102,38,27,3,6,69,0,0,0,71,28,12,105,29,28,0,0,59,0,3,7,63,34,7,102,16,8,9,0,29,0,0,0,29,74,7,117,7,10,0,0,12,0,0,0,12,99,19,128,6,0,0,0,0,0,0,0,0,118,14,141,299,194,38,12,545,8,6,17,565,412,114,1091
LGA42030,1226,201,62,1493,702,285,37,10,1039,26,17,46,1084,200,63,1351,751,301,37,4,1093,43,13,54,1146,227,47,1423,841,332,52,9,1231,29,12,40,1276,268,49,1585,697,376,63,10,1142,32,13,48,1195,414,59,1668,491,369,63,3,932,22,18,41,969,690,45,1706,145,191,26,0,359,0,8,12,372,991,51,1419,30,58,7,0,97,3,0,5,94,1101,51,1249,12,37,0,0,51,0,0,0,53,2387,241,2685,6636,3939,543,126,11248,408,301,700,11952,7762,902,20619
LGA42110,117,30,25,166,90,64,0,5,155,4,0,4,164,28,15,209,108,57,4,0,170,9,0,10,178,34,14,227,113,69,7,4,188,7,3,6,196,59,14,266,94,72,16,4,187,17,3,20,206,100,16,321,112,91,14,6,221,5,4,9,228,161,31,420,66,50,5,5,120,0,4,4,129,228,26,378,18,16,6,3,40,0,0,0,37,220,19,280,9,27,5,0,40,0,0,0,40,362,42,443,905,646,73,42,1669,58,36,92,1768,1406,256,3428
LGA42250,364,165,30,557,280,110,15,8,415,3,4,7,421,130,26,574,266,152,21,10,440,6,0,11,450,110,39,601,344,158,24,9,546,10,3,14,553,125,41,724,308,145,26,10,495,10,5,16,512,136,44,691,197,130,31,9,369,9,8,16,389,243,50,685,98,71,7,5,188,0,0,0,187,344,29,564,59,64,7,9,133,0,0,0,133,349,47,524,31,51,0,5,79,0,0,0,79,376,116,569,2394,1432,198,110,4133,74,53,120,4249,2391,528,7174
LGA42600,1948,192,78,2213,1242,539,66,7,1858,43,25,63,1917,199,61,2184,1315,585,62,11,1969,49,20,64,2032,243,72,2353,1326,565,67,6,1971,37,16,57,2026,321,65,2413,1238,657,84,8,1987,35,25,57,2044,520,70,2641,814,629,97,13,1544,34,19,54,1603,1120,103,2826,347,439,56,8,843,9,19,30,869,1817,120,2807,72,235,16,9,327,5,5,12,341,2197,99,2634,29,116,15,10,173,0,0,0,176,4230,245,4655,10540,7012,823,151,18522,380,365,741,19265,12205,1141,32610
LGA42750,226,21,16,261,107,61,10,4,181,6,3,6,188,17,20,228,124,81,13,5,226,7,0,9,232,25,24,278,126,111,11,4,253,11,4,14,260,35,24,324,122,115,33,3,269,4,4,10,277,97,44,411,100,125,15,6,252,4,9,13,265,139,39,438,66,66,9,0,143,0,5,5,149,245,24,421,39,43,0,0,80,0,0,0,80,273,34,384,13,37,0,0,56,0,0,0,56,398,72,519,1127,969,147,50,2290,57,24,85,2375,1374,369,4112
LGA43080,24,10,0,30,29,10,0,0,39,0,0,0,40,11,4,58,34,16,0,0,44,5,0,5,45,4,5,57,38,14,0,0,55,0,0,0,57,10,7,76,36,18,0,4,55,0,0,3,60,21,9,85,27,14,6,0,40,6,0,5,47,31,9,91,17,12,0,0,28,0,0,0,28,43,7,74,21,5,0,4,25,0,0,0,25,51,6,78,5,3,0,0,4,0,0,0,4,88,16,111,276,125,13,14,430,16,4,19,449,324,70,844
LGA43220,63,8,10,84,41,9,0,0,47,0,0,0,47,3,7,52,25,12,0,0,38,0,0,0,37,5,4,46,38,13,0,0,51,0,0,0,49,6,4,62,39,18,0,0,60,0,0,0,63,7,0,68,46,12,0,0,61,0,0,4,60,16,5,78,16,9,4,0,25,0,0,0,25,24,6,51,7,9,0,0,14,0,0,0,14,38,3,58,3,6,3,0,10,0,0,0,10,97,18,125,328,154,21,6,507,4,3,11,518,234,65,811
LGA43360,111,9,7,129,52,13,5,3,79,0,3,3,80,6,6,97,66,42,0,0,111,0,0,0,110,3,8,127,52,39,5,3,98,0,0,0,98,23,5,131,62,40,7,0,113,0,4,7,117,51,12,178,45,48,8,0,104,3,9,8,110,67,10,189,39,41,10,0,95,3,0,3,94,127,19,241,15,19,5,5,36,0,0,0,38,150,6,201,9,17,5,0,27,0,0,0,27,257,31,320,551,417,73,23,1064,17,17,34,1095,782,128,2001
LGA43650,804,107,48,961,513,247,28,10,798,13,7,12,813,97,37,948,658,288,24,13,980,9,0,16,996,101,57,1153,628,260,35,17,933,14,5,16,952,139,52,1142,532,293,47,15,887,10,15,22,906,230,57,1192,349,256,35,7,653,10,12,22,669,391,45,1100,145,127,22,3,294,0,0,0,300,513,60,870,47,64,3,3,119,0,0,0,122,527,35,680,14,43,9,11,70,0,0,0,72,768,63,904,4652,2939,370,139,8102,153,124,266,8368,3676,564,12616
LGA43710,283,49,23,359,194,109,16,4,323,0,0,0,327,63,24,411,189,114,15,7,322,6,0,8,326,43,28,398,223,95,14,10,342,3,5,6,352,78,44,473,182,110,14,5,317,6,3,11,330,88,23,433,119,111,14,9,251,13,5,13,264,176,30,475,52,57,14,4,131,0,5,5,134,242,33,407,27,24,7,0,53,0,0,0,53,255,17,326,16,23,0,3,47,0,0,0,47,326,31,403,1540,1010,148,67,2765,46,36,79,2845,1566,316,4727
LGA43790,457,67,39,556,315,139,12,7,475,7,4,13,482,77,41,602,371,139,17,6,535,10,10,21,556,98,42,697,390,183,31,8,602,7,5,14,620,124,39,782,359,190,33,12,589,6,5,13,603,164,45,809,271,186,20,10,487,11,4,15,501,263,48,812,120,119,22,0,259,4,3,9,268,583,74,926,35,69,4,11,123,0,0,0,123,634,52,812,22,45,0,10,76,0,3,3,76,1166,134,1388,3030,1782,247,132,5186,102,78,175,5363,3623,675,9656
LGA44000,0,3,0,6,4,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,4,0,0,10,4,0,0,4,6,0,0,0,6,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,19,6,5,3,27,0,0,0,27,40,5,79
LGA44060,6102,810,211,7126,3291,1689,159,41,5180,109,68,175,5354,730,177,6261,3134,1386,131,52,4698,119,86,203,4897,724,183,5794,2829,1300,152,33,4315,116,50,163,4479,895,169,5542,2410,1334,151,43,3939,110,69,179,4115,1297,154,5569,1671,1277,177,29,3151,76,81,150,3306,2274,160,5740,608,658,87,15,1365,35,21,57,1420,3853,136,5410,86,281,28,14,407,0,10,10,415,3958,145,4521,43,92,8,17,161,0,4,6,166,7450,414,8026,27147,18035,2062,577,47816,1311,1263,2569,50389,26503,2552,79439
LGA44210,266,105,27,394,168,97,9,11,276,10,0,12,291,104,32,430,220,123,14,11,360,10,10,18,380,117,49,546,271,148,20,15,453,23,17,35,492,143,51,681,285,202,21,3,512,14,9,30,542,240,63,841,170,179,24,5,371,11,13,29,400,415,77,893,84,101,18,6,208,0,6,7,216,636,84,928,29,52,12,4,91,0,0,0,91,642,87,821,15,20,3,6,43,0,0,0,43,869,101,1008,1820,1334,185,88,3429,134,90,220,3644,3660,683,7988
LGA44340,3722,383,93,4195,2462,1284,109,30,3885,64,35,96,3979,396,89,4464,2841,1266,81,36,4227,65,33,98,4323,371,98,4783,2619,1152,109,18,3900,54,35,91,3987,462,76,4530,2090,1057,120,15,3286,49,44,97,3382,706,93,4184,1417,990,135,20,2560,53,48,99,2657,1406,86,4154,491,567,56,11,1127,18,15,36,1167,2404,85,3650,158,306,29,7,498,5,10,14,510,3032,90,3633,61,217,15,3,300,0,0,3,300,6249,318,6870,18974,13487,1471,294,34217,650,842,1489,35705,18825,1433,55966
LGA44550,2250,275,119,2635,1295,615,68,31,2006,15,19,33,2041,277,103,2417,1479,674,60,20,2230,22,28,49,2278,249,91,2617,1433,689,79,24,2221,39,24,61,2285,310,91,2680,1127,626,85,18,1858,29,25,51,1908,424,93,2431,689,596,76,21,1383,28,32,62,1443,782,85,2309,288,357,45,19,715,12,10,17,731,1358,108,2198,90,186,17,7,299,0,8,9,303,1566,90,1959,25,112,5,5,145,0,0,0,149,2497,141,2788,11334,7503,958,286,20081,357,388,741,20826,9458,1281,31567
LGA44620,1290,225,76,1592,707,370,31,8,1123,26,20,49,1170,207,73,1447,793,348,42,14,1199,19,21,43,1237,233,73,1545,895,394,33,11,1341,34,7,43,1381,276,85,1738,787,395,53,13,1253,29,23,52,1304,371,59,1739,510,360,46,10,927,18,14,33,961,634,58,1648,214,177,30,6,430,7,0,12,440,1058,85,1587,32,87,3,0,130,0,3,3,130,1265,76,1469,18,42,4,0,61,0,6,6,67,2336,278,2678,7098,4514,519,217,12349,334,275,612,12959,7816,1209,21984
LGA44830,88,8,5,107,43,41,0,4,92,0,0,3,96,16,14,126,64,31,4,0,105,5,0,5,107,22,21,147,91,45,7,0,147,7,5,7,153,24,16,200,116,61,7,3,184,13,4,13,199,60,19,287,113,59,9,0,186,5,6,11,197,108,26,330,55,33,4,0,95,0,5,6,102,171,29,298,21,11,0,0,44,0,0,0,44,155,19,213,13,9,3,6,32,0,0,0,32,274,41,349,724,428,56,21,1232,36,30,62,1296,943,226,2471
LGA45040,894,334,68,1302,466,220,15,14,716,26,9,34,747,276,68,1095,535,256,14,22,833,30,12,40,876,281,77,1232,623,310,34,14,982,40,29,69,1052,328,91,1467,564,335,40,15,960,20,9,36,998,417,83,1495,396,296,36,18,754,26,19,49,800,607,73,1475,151,139,21,9,325,4,5,9,332,916,81,1329,55,77,14,3,143,0,0,0,140,1037,62,1236,14,39,0,4,58,0,0,0,60,2057,160,2278,4932,3215,369,206,8721,373,228,595,9318,7597,1062,17978
LGA45090,458,81,35,573,276,143,15,8,448,8,3,19,462,63,38,568,266,118,15,19,409,7,0,8,417,46,33,495,315,135,23,6,487,4,0,7,493,53,32,570,274,136,13,5,427,10,6,13,443,76,37,555,220,146,20,8,388,4,0,9,395,155,36,584,121,79,11,4,210,0,3,3,216,271,38,527,43,43,0,3,98,0,0,0,98,325,28,454,24,52,7,5,87,0,0,0,87,621,97,807,2599,1498,163,105,4363,67,49,115,4481,2067,512,7057
LGA45120,194,26,17,238,121,58,8,0,186,0,0,0,193,34,14,236,120,58,3,4,187,6,3,4,194,24,16,229,130,74,8,0,213,3,0,4,215,62,18,304,143,83,8,0,244,10,3,10,254,84,22,355,135,91,11,0,234,9,0,5,245,136,13,395,61,54,7,4,129,0,0,0,134,215,18,367,32,40,0,0,74,0,0,0,74,234,9,322,24,26,3,7,57,0,0,0,57,417,46,512,1194,744,79,32,2058,54,15,66,2127,1395,224,3744
LGA45290,2300,264,85,2650,1250,552,34,22,1861,55,27,74,1934,256,80,2273,1259,542,32,14,1847,46,29,79,1924,249,80,2258,1275,545,54,10,1877,27,29,54,1936,313,64,2313,1097,552,61,8,1715,56,28,81,1796,469,67,2336,729,498,47,10,1285,27,15,43,1331,793,73,2195,263,371,40,3,680,5,15,22,704,1221,60,1989,98,192,9,5,311,0,6,8,315,1499,75,1899,37,97,5,0,139,0,6,6,143,3615,229,3992,11143,7328,689,186,19346,498,509,1006,20354,10617,1171,32147
LGA45340,9690,1582,508,11779,5375,2802,279,72,8525,224,146,361,8889,1474,397,10765,5738,2725,275,89,8829,209,112,322,9151,1557,418,11131,5635,2857,322,103,8918,231,130,357,9279,1909,416,11610,4776,2777,407,88,8049,208,104,315,8363,2520,421,11307,3149,2525,346,59,6087,165,130,294,6376,4338,375,11093,1040,1264,148,30,2479,41,53,93,2576,7468,370,10413,249,501,45,21,808,0,9,14,819,8717,379,9915,68,206,34,28,331,7,6,12,347,13198,1057,14598,45801,31463,3923,1043,82233,2581,2254,4832,87061,51126,5962,144158
LGA45400,34,0,4,44,20,9,0,3,24,0,0,0,25,7,3,35,20,9,0,3,32,0,0,0,32,10,0,39,19,12,0,0,40,0,0,0,39,6,6,50,31,13,4,0,51,4,0,4,52,16,4,75,41,17,0,0,59,0,0,0,57,19,8,83,33,12,0,0,45,0,0,0,45,41,7,88,4,4,0,0,10,0,0,0,10,41,3,51,7,3,0,3,5,0,0,0,5,86,16,114,248,129,14,14,398,13,0,15,417,254,53,726
LGA45540,48,17,16,79,16,19,3,0,40,0,0,8,47,17,13,76,16,10,3,0,34,0,4,9,38,28,14,83,34,25,3,0,58,3,0,3,63,45,13,118,17,30,5,0,50,4,0,7,54,44,16,122,50,23,0,0,73,6,5,14,83,87,23,192,18,19,0,0,39,0,0,0,39,112,15,161,9,11,0,0,16,0,0,0,16,109,11,136,0,6,0,0,10,0,0,0,10,171,21,202,228,201,33,12,474,36,29,60,532,711,187,1432
LGA45680,5117,1541,406,7062,2420,1139,131,71,3758,198,106,302,4060,1240,352,5648,2391,1093,141,71,3696,190,92,285,3982,1305,331,5616,2341,1034,149,68,3590,177,115,298,3889,1521,291,5705,2091,1087,172,55,3399,138,72,212,3615,1901,270,5784,1274,853,138,39,2305,91,74,165,2466,2399,228,5095,407,353,48,25,831,27,18,40,868,2886,215,3973,80,127,4,7,223,3,3,4,223,2803,216,3244,22,56,11,16,102,0,0,3,103,4775,605,5485,23023,13831,1833,919,39609,2407,1652,4056,43664,28213,4636,76510
LGA45890,8918,1698,450,11065,4370,1942,202,94,6612,210,111,319,6937,1443,352,8730,3963,1768,167,64,5965,222,103,331,6294,1408,340,8044,3792,1710,182,62,5740,222,100,321,6064,1764,346,8172,3041,1597,204,30,4881,192,80,271,5150,2297,302,7744,2018,1370,187,32,3615,136,115,250,3865,3517,260,7644,680,675,79,14,1452,14,28,49,1504,4482,236,6226,134,276,24,6,446,9,18,23,462,4710,252,5430,35,115,15,9,175,0,6,6,181,8442,552,9180,36698,22890,2533,954,63073,2336,1899,4234,67308,38151,4635,110095
LGA46090,560,270,78,902,317,135,16,11,472,23,8,30,499,179,73,748,367,110,30,19,532,20,18,37,565,175,70,810,397,152,25,5,580,16,13,30,616,189,68,868,361,183,40,10,600,31,12,43,645,244,70,960,272,165,39,5,477,17,9,23,498,341,70,911,94,71,16,0,187,8,4,12,200,474,29,704,17,35,4,0,58,0,0,0,57,592,53,702,9,8,0,6,25,0,0,0,25,941,86,1050,3346,1806,314,115,5584,234,148,379,5965,4447,867,11285
LGA46300,744,113,69,925,325,199,23,9,552,13,4,18,570,78,44,700,395,223,45,8,669,14,6,19,696,122,57,873,396,225,35,10,671,15,7,19,692,160,53,907,345,232,51,10,645,21,14,32,672,210,55,941,236,224,36,9,501,7,22,33,533,379,52,964,83,108,30,6,221,0,6,11,231,608,46,879,15,57,6,6,81,0,4,4,85,650,43,775,12,28,7,8,50,0,0,0,50,1219,116,1388,3370,2580,421,140,6509,175,134,309,6819,4212,773,11810
LGA46450,663,184,64,914,366,204,16,4,598,28,13,47,639,147,45,837,461,231,17,12,722,36,12,45,766,194,67,1029,476,244,19,17,757,39,17,54,813,300,54,1170,449,253,35,9,749,35,11,49,797,347,57,1202,291,247,40,9,593,20,13,32,623,504,54,1186,111,84,22,3,220,5,3,6,224,797,36,1062,34,48,5,0,83,0,0,0,87,880,60,1030,11,21,0,4,33,0,0,0,33,1722,136,1895,3841,2590,299,133,6865,348,178,527,7389,6039,813,14237
LGA46510,1559,161,41,1762,888,339,26,10,1262,20,11,33,1297,165,47,1508,838,326,24,3,1191,28,10,38,1233,127,33,1393,782,279,44,11,1107,16,23,39,1148,174,44,1367,718,306,31,5,1063,17,7,27,1089,249,36,1375,471,314,41,4,831,21,15,31,861,483,31,1373,177,198,30,0,405,4,5,12,419,677,36,1130,39,79,5,0,120,0,0,0,124,678,23,822,9,34,0,3,47,0,0,0,49,1230,82,1357,7302,4410,447,134,12294,258,266,523,12814,5011,590,18413
LGA46670,426,86,36,543,256,110,16,17,406,14,12,21,428,69,32,519,282,128,19,6,435,9,7,15,455,89,33,579,299,149,21,6,473,15,3,19,489,125,37,651,250,141,21,7,419,10,5,12,431,148,38,622,229,155,24,17,427,7,4,8,434,253,35,722,92,84,12,4,194,3,9,11,203,440,46,686,21,35,6,4,64,0,0,0,64,502,35,599,9,34,0,5,54,0,0,0,54,806,98,952,2564,1597,206,119,4486,126,95,221,4702,2947,542,8193
LGA46860,64,10,3,71,41,13,0,0,59,0,0,0,61,14,0,70,49,15,0,0,72,0,0,4,74,5,4,84,49,30,8,0,81,0,0,0,86,16,9,107,61,27,8,5,97,0,0,0,102,32,15,138,27,43,10,3,81,0,3,3,85,54,9,149,19,17,9,0,50,0,0,4,56,84,13,148,7,13,10,0,28,0,0,0,28,88,3,125,6,5,3,0,15,0,0,0,15,140,14,171,388,277,68,21,753,6,8,16,767,479,82,1330
LGA46970,371,25,44,442,193,40,13,4,254,0,3,8,254,17,32,305,167,28,12,11,221,0,0,0,221,10,38,269,152,22,15,4,190,6,0,5,193,13,32,237,123,20,14,5,160,3,0,3,166,15,19,205,87,18,5,0,111,4,0,4,110,14,10,141,22,5,0,0,22,0,0,0,22,13,0,37,3,0,0,0,7,0,0,0,7,12,0,15,3,0,0,0,3,0,0,0,3,8,0,12,1694,366,145,58,2254,38,15,49,2302,290,363,2952
LGA47140,8470,2065,487,11019,4473,2121,180,123,6892,249,140,393,7283,1751,411,9443,4204,1860,160,86,6309,258,115,374,6687,1765,360,8814,3989,1794,224,71,6078,218,113,333,6412,2053,366,8833,3418,1756,221,63,5458,184,120,306,5769,2594,288,8653,2240,1396,194,36,3872,130,102,225,4098,3445,295,7841,688,669,84,18,1463,36,27,61,1525,4952,255,6732,119,259,24,12,409,3,8,12,416,5428,252,6101,21,98,19,12,156,0,7,7,164,8784,804,9754,37250,23045,2403,1072,63767,2811,2320,5125,68897,43313,5226,117440
LGA47290,94,14,11,116,58,27,0,0,88,0,6,6,90,15,17,124,61,24,5,0,91,7,0,7,91,6,11,111,77,18,0,0,97,3,0,3,100,11,17,133,69,29,0,0,106,0,0,5,107,32,10,148,60,31,0,0,92,0,4,0,94,35,9,141,33,16,0,0,53,0,0,0,53,66,8,131,20,14,0,0,35,0,0,0,35,86,10,126,3,3,0,0,15,0,0,0,15,185,13,212,646,291,27,11,967,21,10,29,994,515,134,1650
