LGA_CODE_2021,C21_1500_1999_R100_149,C21_1500_1999_R150_199,C21_1500_1999_R200_224,C21_1500_1999_R225_274,C21_1500_1999_R275_349,C21_1500_1999_R350_449,C21_1500_1999_R450_549,C21_1500_1999_R550_649,C21_1500_1999_R650more,C21_1500_1999_R_NS,C21_1500_1999_R_Tot,C21_2000_2499_R1_74,C21_2000_2499_R75_99,C21_2000_2499_R100_149,C21_2000_2499_R150_199,C21_2000_2499_R200_224,C21_2000_2499_R225_274,C21_2000_2499_R275_349,C21_2000_2499_R350_449,C21_2000_2499_R450_549,C21_2000_2499_R550_649,C21_2000_2499_R650more,C21_2000_2499_R_NS,C21_2000_2499_R_Tot,C21_2500_2999_R1_74,C21_2500_2999_R75_99,C21_2500_2999_R100_149,C21_2500_2999_R150_199,C21_2500_2999_R200_224,C21_2500_2999_R225_274,C21_2500_2999_R275_349,C21_2500_2999_R350_449,C21_2500_2999_R450_549,C21_2500_2999_R550_649,C21_2500_2999_R650more,C21_2500_2999_R_NS,C21_2500_2999_R_Tot,C21_3000_3999_R1_74,C21_3000_3999_R75_99,C21_3000_3999_R100_149,C21_3000_3999_R150_199,C21_3000_3999_R200_224,C21_3000_3999_R225_274,C21_3000_3999_R275_349,C21_3000_3999_R350_449,C21_3000_3999_R450_549,C21_3000_3999_R550_649,C21_3000_3999_R650more,C21_3000_3999_R_NS,C21_3000_3999_R_Tot,C21_4000more_R1_74,C21_4000more_R75_99,C21_4000more_R100_149,C21_4000more_R150_199,C21_4000more_R200_224,C21_4000more_R225_274,C21_4000more_R275_349,C21_4000more_R350_449,C21_4000more_R450_549,C21_4000more_R550_649,C21_4000more_R650more,C21_4000more_R_NS,C21_4000more_R_Tot,C21_PI_S_R1_74,C21_PI_S_R75_99,C21_PI_S_R100_149,C21_PI_S_R150_199,C21_PI_S_R200_224,C21_PI_S_R225_274,C21_PI_S_R275_349,C21_PI_S_R350_449,C21_PI_S_R450_549,C21_PI_S_R550_649,C21_PI_S_R650more,C21_PI_S_R_NS,C21_PI_S_R_Tot,C21_AI_NS_R1_74,C21_AI_NS_R75_99,C21_AI_NS_R100_149,C21_AI_NS_R150_199,C21_AI_NS_R200_224,C21_AI_NS_R225_274,C21_AI_NS_R275_349,C21_AI_NS_R350_449,C21_AI_NS_R450_549,C21_AI_NS_R550_649,C21_AI_NS_R650more,C21_AI_NS_R_NS,C21_AI_NS_R_Tot,C21_Tot_R1_74,C21_Tot_R75_99,C21_Tot_R100_149,C21_Tot_R150_199,C21_Tot_R200_224,C21_Tot_R225_274,C21_Tot_R275_349,C21_Tot_R350_449,C21_Tot_R450_549,C21_Tot_R550_649,C21_Tot_R650more,C21_Tot_R_NS,C21_Tot_R_Tot
LGA46860,0,0,4,4,3,0,0,0,0,0,14,0,0,0,0,3,6,10,0,0,0,0,4,26,0,0,0,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,5,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,25,21,29,36,6,3,0,10,23,162
LGA46970,9,10,7,12,26,18,3,0,0,5,88,0,6,34,23,5,15,30,37,3,0,0,21,164,0,0,7,9,5,10,15,22,0,0,0,0,64,0,0,35,32,8,11,9,39,16,0,0,6,173,0,6,32,56,29,20,20,30,19,5,0,16,219,0,0,11,5,12,4,3,14,4,0,4,10,64,0,0,0,0,0,0,0,0,0,0,0,5,4,4,6,138,136,62,78,151,176,45,8,4,71,873
LGA47140,35,39,50,238,833,566,55,6,7,40,1874,4,0,19,31,33,123,635,499,72,15,12,19,1463,6,0,6,7,11,60,259,285,36,10,9,15,708,0,0,4,11,12,35,186,207,71,20,16,11,567,0,0,3,9,5,20,83,112,41,15,8,14,321,0,4,26,29,25,53,236,199,30,13,9,59,679,5,12,77,20,14,30,31,20,5,0,3,90,300,109,201,1342,928,752,2070,5456,3234,445,110,92,591,15325
LGA47290,8,8,0,3,0,0,0,0,0,6,18,3,0,4,4,5,3,0,0,0,0,0,0,24,0,0,0,3,0,4,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,41,46,22,16,7,0,0,0,0,16,157
LGA47490,0,0,3,3,0,0,0,0,0,0,14,0,0,0,0,0,5,6,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,4,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,24,19,30,32,10,0,0,15,17,165
LGA47630,15,25,11,23,5,0,0,0,0,13,86,0,0,3,7,14,16,8,3,0,0,0,7,69,5,0,3,4,0,9,7,0,0,0,0,0,36,0,0,3,0,0,3,0,0,0,0,0,5,27,7,3,0,5,0,7,5,0,0,0,0,3,27,0,0,3,4,6,11,0,0,0,0,0,3,27,0,0,4,4,0,5,4,0,0,0,0,0,15,22,20,89,136,91,120,49,7,3,0,0,48,578
LGA47700,12,13,20,56,329,443,51,6,4,12,957,4,0,8,15,9,33,205,399,76,6,6,10,770,0,0,0,3,3,10,87,223,59,6,5,12,415,0,0,3,5,8,18,63,222,81,12,4,8,420,0,0,4,7,0,5,19,91,54,6,9,7,199,0,0,4,16,8,19,84,145,28,12,7,19,336,0,0,28,7,9,9,19,9,0,4,0,37,106,50,103,630,353,210,473,1984,2507,421,63,40,223,7066
LGA47800,10,4,3,8,3,0,0,0,0,14,53,0,0,10,12,13,4,10,0,0,0,0,3,48,0,0,0,4,0,5,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,3,0,3,0,0,0,0,0,4,21,3,0,0,4,0,5,0,0,0,0,0,4,18,23,24,91,103,75,99,30,11,4,4,4,55,502
LGA47910,0,0,7,5,7,5,0,0,0,0,21,0,0,3,4,0,4,3,4,0,0,0,5,22,0,0,0,4,3,0,4,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,23,54,38,50,34,13,4,0,3,22,250
LGA47980,5,16,14,53,194,208,80,29,20,10,632,0,0,4,9,5,32,157,199,123,44,25,5,598,0,0,0,3,3,20,73,85,77,34,22,8,322,0,0,3,3,6,18,48,103,105,62,61,9,421,0,0,7,5,4,10,18,55,100,76,153,6,419,0,0,3,4,8,8,34,54,46,21,23,11,211,0,0,10,10,0,0,3,0,0,0,0,19,49,25,39,262,233,122,459,1088,1136,668,317,348,114,4812
LGA48050,0,6,0,15,53,42,7,0,6,3,127,0,0,0,0,3,5,32,27,3,0,0,4,78,0,0,0,0,0,0,22,14,0,0,0,0,47,0,0,0,0,3,4,10,15,0,0,0,5,35,0,0,0,0,0,0,5,10,4,0,0,5,20,0,0,3,4,0,10,30,23,3,0,0,4,77,0,0,0,4,0,3,4,0,0,0,0,10,27,9,3,57,148,97,295,522,271,32,9,19,69,1526
LGA48130,8,10,12,30,11,0,0,0,0,13,80,0,0,4,5,4,20,4,5,0,0,0,8,56,0,0,3,5,3,9,0,3,0,0,0,0,23,0,4,0,0,4,3,0,0,0,0,0,0,15,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,4,3,10,11,5,0,0,0,0,0,35,0,0,0,0,6,0,0,0,0,0,0,9,19,13,8,74,89,100,173,64,16,6,0,5,64,598
LGA48260,0,0,8,9,20,38,24,5,5,3,120,0,0,0,3,0,5,15,56,22,0,5,3,109,0,0,0,0,0,0,4,14,7,5,4,0,39,0,0,0,3,0,0,8,28,19,7,18,0,79,0,0,3,0,0,0,0,19,17,10,33,0,91,0,0,3,0,0,3,4,13,12,0,10,0,47,0,0,0,3,0,0,0,0,0,0,0,7,9,3,23,69,56,30,35,109,278,129,39,86,37,893
LGA48340,9,32,17,24,8,0,0,0,0,5,106,0,0,3,8,11,19,7,0,0,0,0,5,55,6,0,4,3,6,3,3,0,0,0,0,4,22,0,0,5,0,5,0,0,0,0,0,0,3,12,0,0,0,6,0,3,0,6,0,0,0,0,17,0,0,4,5,6,8,0,3,0,0,0,4,35,0,0,0,11,3,0,0,0,0,0,0,9,32,25,20,161,339,137,156,35,14,3,0,6,62,958
LGA48410,29,27,31,176,352,331,114,35,16,15,1138,0,0,15,35,26,141,304,332,175,46,15,16,1097,0,3,6,15,13,67,150,231,145,38,12,11,688,0,0,13,4,13,49,87,203,182,50,25,18,648,0,0,8,7,11,16,34,91,121,64,35,16,411,6,0,12,18,15,43,77,146,90,20,11,24,441,0,0,21,18,0,6,4,9,3,0,4,32,101,74,124,692,555,399,1286,2162,2124,1066,293,142,282,9196
LGA48540,29,91,35,75,54,25,0,0,0,12,327,0,0,29,57,40,32,68,17,3,0,7,18,278,0,0,9,25,14,15,28,20,0,0,0,9,106,0,0,13,27,18,22,42,22,4,4,4,8,165,6,0,14,14,10,14,28,24,8,0,8,14,135,0,8,14,34,11,30,24,7,5,0,0,7,127,0,12,34,17,0,9,6,3,0,0,0,33,107,76,189,858,965,395,429,405,145,26,8,31,193,3716
LGA48640,0,6,0,0,0,0,0,0,0,3,13,0,5,6,5,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,30,22,11,8,0,0,0,0,0,14,92
LGA48750,0,3,0,5,15,14,7,0,0,9,45,0,0,0,0,0,3,4,6,0,0,0,0,19,0,0,0,0,0,4,6,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,4,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,23,51,37,67,96,77,17,0,4,25,409
LGA48830,11,16,7,29,6,4,5,0,4,14,93,0,0,10,7,11,14,15,0,0,0,3,4,62,0,0,0,3,3,4,0,0,0,0,0,4,21,0,0,3,5,0,0,0,0,0,0,0,12,28,0,0,0,6,0,4,0,0,5,0,4,9,24,0,0,7,5,10,8,8,0,0,0,0,7,38,0,0,11,6,5,3,0,0,0,0,0,16,47,30,30,135,152,130,204,84,20,5,4,26,116,946
LGA49399,13,4,0,0,3,0,0,0,3,33,86,9,6,8,3,0,0,0,0,0,0,0,27,62,4,0,0,4,0,0,0,3,0,0,0,4,16,4,0,6,0,0,0,0,0,0,0,0,11,28,3,3,5,0,0,0,0,0,0,0,0,6,14,5,4,7,0,0,0,0,0,0,0,0,0,31,9,9,9,0,0,0,0,0,0,0,0,9,34,103,86,96,31,11,8,7,4,3,0,10,150,514
LGA49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50080,3,21,18,31,178,158,30,4,3,21,476,0,0,6,11,15,22,116,148,31,5,8,11,368,0,0,6,11,0,10,49,73,17,3,4,9,177,0,0,5,5,7,9,34,82,32,9,5,7,189,5,3,0,7,4,7,22,45,23,9,7,13,143,0,0,4,8,13,22,54,91,28,0,0,13,232,4,3,16,11,3,0,4,4,5,0,0,24,78,41,43,317,340,251,433,1088,955,206,31,33,190,3938
LGA50210,7,14,40,113,282,340,75,9,11,16,923,5,0,6,15,21,76,177,258,115,14,5,12,703,0,0,11,6,6,18,76,142,53,14,3,11,350,0,0,0,6,5,17,58,151,86,13,3,7,344,0,3,6,4,4,13,36,82,68,26,6,12,259,5,0,7,15,12,49,134,170,66,18,10,24,499,4,0,11,14,14,19,14,17,3,0,0,40,133,43,42,296,383,420,1082,2066,1859,620,113,51,256,7242
LGA50250,18,7,4,0,5,5,0,3,11,32,130,143,4,19,7,3,0,3,11,7,5,12,50,269,53,6,5,4,5,0,0,4,3,0,0,12,96,192,9,16,11,11,3,6,7,8,8,10,41,300,222,8,26,13,3,4,3,4,3,9,18,58,364,92,6,8,3,4,0,0,0,0,0,0,15,126,4,0,0,0,0,0,0,0,0,0,0,13,19,798,34,109,52,41,29,33,41,29,17,59,248,1495
LGA50280,7,4,11,7,37,89,29,3,0,14,204,4,0,8,6,3,4,22,76,33,5,8,9,175,0,0,0,0,4,7,14,44,19,3,3,4,95,0,0,0,6,0,3,3,29,26,0,9,8,93,0,0,0,0,3,0,10,12,19,4,25,6,84,0,0,0,0,0,7,12,38,28,12,5,12,133,0,0,0,0,0,3,0,0,0,0,12,3,22,17,10,79,79,71,111,236,475,199,51,78,100,1512
LGA50350,4,4,3,9,64,91,18,4,0,5,204,0,0,3,4,0,6,49,87,28,5,3,3,196,0,0,0,0,4,4,18,48,16,3,3,0,104,0,0,0,4,4,7,20,47,22,10,7,4,108,0,0,0,5,0,0,6,22,19,8,5,6,67,0,0,3,4,3,4,20,39,20,0,0,3,104,0,0,8,4,0,5,6,3,0,0,0,9,28,16,13,156,92,69,139,429,554,138,34,21,72,1735
LGA50420,17,18,49,151,305,446,113,16,10,26,1146,0,0,6,20,26,86,207,495,166,27,13,26,1084,0,0,4,11,14,25,75,234,136,17,11,4,530,0,0,3,7,12,29,112,254,162,53,30,9,669,0,5,10,7,3,21,45,110,170,71,44,13,491,0,0,14,12,14,30,117,195,135,35,23,37,606,0,3,10,13,5,6,13,12,10,0,0,31,108,55,75,455,362,481,1076,2048,2662,1134,264,142,283,9026
LGA50490,14,16,24,72,283,443,90,17,8,17,986,3,0,8,12,19,49,234,434,141,23,11,18,944,0,0,5,11,5,20,98,216,88,14,8,10,462,0,0,3,7,8,19,89,258,137,30,20,10,587,7,0,5,10,5,9,45,139,98,34,16,17,378,0,5,11,16,6,22,91,234,106,22,9,33,565,3,0,25,4,0,3,9,11,0,0,0,32,97,65,98,555,306,252,572,1770,2599,825,169,98,270,7586
LGA50560,0,0,3,0,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,4,12,15,11,15,13,4,0,0,0,9,83
LGA50630,0,0,3,0,10,7,0,0,0,5,26,0,0,0,0,0,3,11,9,0,0,0,7,22,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,5,0,0,0,7,11,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,5,14,0,4,0,0,0,0,0,0,0,0,0,0,5,6,7,9,12,12,22,51,37,4,0,0,16,178
LGA50770,0,0,0,0,4,0,0,0,0,4,12,0,0,0,4,9,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,9,5,0,13,15,28,23,17,7,0,0,0,13,121
LGA50840,0,8,0,11,5,15,0,0,0,3,44,5,0,0,0,0,4,17,5,3,0,0,4,35,0,0,0,0,5,4,0,8,0,0,0,0,16,0,0,0,0,0,0,5,6,0,0,0,0,18,3,0,0,0,0,6,4,5,0,0,0,0,21,0,0,0,0,0,0,3,9,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,3,9,14,4,19,42,26,45,103,69,3,0,0,26,359
LGA50910,0,0,4,5,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,9,22,17,5,0,0,0,0,9,68
LGA50980,18,20,29,34,50,64,41,18,34,35,345,3,3,25,19,23,30,52,78,55,23,48,49,409,4,0,5,13,9,24,19,34,35,28,37,21,231,3,0,19,19,10,33,46,34,37,30,71,27,335,4,0,9,13,13,31,34,32,37,31,116,31,359,5,11,10,20,16,27,23,22,33,28,53,30,285,0,12,17,11,4,9,7,3,0,0,0,40,94,96,128,313,273,174,268,379,435,295,174,394,370,3299
LGA51080,3,5,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,21,10,6,0,0,0,0,0,10,61
LGA51120,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,24,14,11,3,7,0,0,0,0,3,70
LGA51190,12,21,21,77,242,152,26,4,5,7,575,0,0,4,9,17,49,144,127,23,7,7,5,397,0,0,0,0,10,19,50,63,18,0,0,6,181,0,0,0,6,6,16,52,96,24,4,5,5,214,0,6,0,6,0,6,24,40,30,19,16,10,158,0,3,3,8,10,35,87,66,14,7,7,9,249,0,0,9,14,5,18,10,6,0,0,0,25,91,30,59,320,355,291,754,1455,931,187,54,49,187,4659
LGA51260,11,5,10,9,63,192,67,15,13,17,397,0,0,3,3,10,12,56,149,83,14,7,19,359,0,0,0,0,3,3,20,89,55,10,9,8,201,0,0,0,4,0,0,21,85,60,22,16,12,226,3,0,3,4,0,4,8,47,60,21,51,22,221,6,3,0,5,7,10,29,116,96,21,7,16,311,0,0,8,9,3,7,7,9,6,0,0,24,71,33,27,246,217,158,215,547,1205,588,148,145,192,3713
LGA51310,3,4,7,36,53,34,40,16,24,4,228,0,0,0,4,10,27,37,56,47,36,39,4,259,0,0,0,0,0,5,9,26,32,21,30,4,126,0,0,3,0,0,9,13,43,53,43,78,7,253,0,0,3,0,0,0,9,35,62,77,293,7,480,0,0,0,4,5,4,10,18,32,22,60,5,164,0,0,0,0,0,3,0,0,0,0,3,0,12,5,5,40,39,83,261,285,327,315,249,562,61,2229
LGA51330,33,33,18,71,359,570,171,33,13,20,1317,0,4,30,23,17,60,281,620,204,40,28,32,1332,5,0,15,10,11,27,147,319,149,38,19,18,756,0,5,19,15,6,23,136,364,200,67,44,9,890,0,6,15,13,5,6,71,248,186,90,76,19,733,3,3,19,29,11,39,144,392,142,45,27,50,899,0,3,12,10,0,3,19,20,5,5,0,34,111,51,87,601,418,243,599,2339,3806,1362,370,249,381,10504
LGA51400,0,13,5,11,30,83,13,0,0,11,165,0,0,0,0,0,8,20,95,14,5,6,4,144,0,0,0,0,0,5,17,49,14,4,0,3,86,0,0,4,0,0,8,13,57,21,8,0,4,108,0,0,0,0,0,3,3,23,17,0,3,6,63,0,0,0,5,3,9,14,52,14,0,3,7,105,0,0,0,0,0,0,3,0,0,0,0,10,20,4,12,76,112,57,89,227,544,106,20,6,68,1330
LGA51470,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18,4,6,0,0,0,0,0,23,70
LGA51540,10,15,10,17,27,10,7,0,10,19,115,0,5,3,11,9,22,19,18,5,0,7,20,118,3,3,3,10,3,10,8,8,4,0,4,0,60,6,6,6,6,0,14,8,18,10,0,15,7,85,0,0,9,10,7,9,10,10,5,4,21,13,94,3,3,4,3,0,4,6,8,0,0,0,3,44,6,0,4,5,0,7,0,0,0,0,3,6,23,45,58,107,148,75,142,137,95,32,9,74,128,1046
LGA51610,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,6,15,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,12,3,7,14,0,6,15,66
LGA51680,3,0,0,0,3,6,0,0,3,0,17,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,17,0,0,0,3,0,5,3,0,0,6,0,0,18,0,0,0,4,0,0,0,5,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,13,16,9,15,34,34,17,11,6,11,164
LGA51710,6,6,0,3,3,3,0,0,0,6,26,6,0,0,3,0,3,0,3,0,0,0,5,27,4,0,6,3,0,0,0,0,0,0,0,0,14,14,5,5,0,0,0,3,0,0,0,0,9,31,9,3,3,3,0,0,0,0,0,0,0,0,23,0,0,0,4,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,32,32,13,12,13,16,4,3,4,24,213
LGA51750,0,6,0,10,22,38,25,24,15,4,135,0,0,3,0,0,3,19,33,36,13,21,0,131,0,0,0,0,0,4,4,13,21,16,21,0,82,0,0,3,0,0,0,7,14,26,22,46,0,127,0,0,0,0,0,0,4,20,23,29,147,12,242,0,0,0,0,0,0,0,17,20,19,22,0,75,0,0,0,0,0,0,0,3,0,0,4,3,12,3,0,21,22,28,53,143,256,233,175,324,42,1297
LGA51820,13,24,23,69,280,676,240,36,23,33,1417,7,0,13,24,24,45,219,647,304,53,24,30,1393,0,0,9,15,0,24,87,330,164,47,17,18,717,0,0,8,9,6,20,67,355,270,93,37,20,896,5,0,9,12,6,16,31,212,209,87,89,16,691,5,0,12,18,8,36,98,309,222,54,28,39,827,0,0,22,12,11,6,9,23,9,3,0,50,144,75,99,545,499,382,716,1869,4092,1785,440,276,366,11144
LGA51860,0,0,0,3,0,0,0,3,0,3,12,7,0,0,0,0,5,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,3,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,8,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,21,4,0,6,3,0,16,89
LGA51890,0,5,10,18,22,0,0,0,0,3,58,0,0,0,3,5,12,18,8,0,0,0,3,51,0,0,0,4,3,6,9,0,0,0,0,0,19,0,0,0,0,0,5,10,7,0,0,0,0,30,0,0,0,0,0,4,3,4,0,0,0,7,20,0,0,5,0,0,8,13,14,3,0,0,0,43,0,0,0,5,0,4,0,0,0,0,0,8,18,3,7,73,68,87,186,150,58,8,0,0,48,688
LGA51960,6,11,14,8,5,0,0,0,0,4,44,0,0,3,16,9,14,10,6,0,0,0,3,59,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,3,3,10,10,3,4,0,0,0,5,34,0,3,3,9,5,11,6,6,0,0,0,3,49,0,0,3,13,0,8,5,0,0,0,0,0,39,0,0,0,5,0,0,0,0,0,0,0,4,11,6,6,60,109,64,90,52,17,0,0,0,24,421
LGA52030,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,9,17,18,6,5,0,0,3,11,86
LGA52100,3,0,0,0,0,0,0,0,0,3,13,3,0,0,0,4,4,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,21,18,18,11,4,6,0,3,0,10,88
LGA52170,0,0,0,4,14,17,12,4,6,4,70,0,0,0,0,0,3,9,15,17,14,21,4,82,0,0,0,0,0,0,3,10,14,4,12,5,41,0,0,0,0,0,0,0,14,26,15,36,7,105,0,0,0,0,0,0,7,11,27,24,189,5,263,0,0,0,0,0,0,5,4,13,12,24,7,67,0,0,0,0,0,0,0,0,0,0,8,3,12,4,11,24,10,18,16,62,116,146,86,329,28,847
LGA52240,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,5,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,18,40,11,8,5,0,0,0,0,14,95
LGA52310,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,6,5,7,7,3,0,0,0,9,49
LGA52380,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,4,0,0,0,0,15,34
LGA52450,0,6,7,3,0,0,0,0,0,3,24,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,21,18,14,28,14,0,0,0,0,14,121
