LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA59320,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,15,4,0,28,30,35,21,19,4,0,135,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,7,0,0,23,0,0,0,0,0,4,0,0,0,3,0,0,7,9,8,0,4,0,0,27,0,0,3,7,3,3,5,0,0,21,0,0,3,3,4,3,0,0,0,11,0,0,3,8,6,0,0,0,0,17,0,6,4,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,4,3,0,0,30,0,7,27,31,41,30,19,8,0,163
LGA59330,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,15,4,8,52,4,13,27,27,27,21,30,13,5,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,6,0,0,34,0,0,0,0,0,0,5,0,0,6,0,5,0,6,0,0,0,0,0,12,0,0,9,0,0,3,0,5,0,16,0,0,9,0,4,3,0,0,0,17,0,0,0,6,4,0,4,0,0,20,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,3,12,13,9,13,8,76,3,10,33,27,38,39,27,19,11,208
LGA59340,8,14,61,27,26,8,9,0,0,151,0,0,3,0,0,0,0,0,0,5,0,3,9,9,14,5,3,0,0,39,86,98,189,186,153,94,46,15,4,875,113,304,901,797,671,391,137,24,0,3337,0,9,19,19,16,4,0,0,0,68,0,0,4,7,3,0,0,0,0,17,3,34,131,97,95,86,25,7,0,487,0,20,41,25,21,34,8,3,0,159,3,16,42,42,27,20,13,0,0,156,4,7,64,57,65,59,24,0,0,267,3,13,63,54,49,36,8,4,0,230,6,36,96,78,66,57,16,0,0,355,7,18,94,72,63,53,10,0,0,318,5,0,19,17,13,3,0,0,0,54,4,16,50,41,23,16,9,5,0,157,0,0,0,0,0,0,0,0,0,11,0,3,19,6,10,5,0,0,0,41,83,99,218,165,179,133,74,23,7,976,125,271,856,683,626,498,189,40,9,3285
LGA59350,0,0,4,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,14,12,6,3,0,0,71,3,36,68,44,28,18,6,0,0,205,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,14,10,7,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,4,0,0,0,12,0,0,4,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,17,4,16,17,0,4,0,69,6,18,52,32,38,30,9,5,0,191
LGA59360,0,0,5,8,9,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,23,35,50,33,25,12,13,0,193,10,71,157,158,117,80,27,23,0,650,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,7,29,22,21,15,12,3,4,112,0,0,3,4,5,0,0,0,0,18,0,0,3,6,9,5,3,0,0,24,0,0,6,5,7,4,4,0,0,30,0,0,6,7,14,4,5,0,0,37,0,3,12,9,10,5,0,0,0,44,0,5,5,4,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,44,32,42,34,13,11,8,193,9,26,116,97,130,76,40,23,16,521
LGA59370,0,0,12,19,10,8,7,0,0,61,0,0,0,0,0,0,5,0,0,6,0,0,0,0,4,5,6,0,0,9,20,9,24,29,63,45,38,28,12,270,33,42,157,216,277,337,198,87,20,1363,0,0,0,3,5,8,4,0,0,25,0,0,0,0,0,0,0,0,0,8,6,13,30,34,42,66,68,21,7,282,0,3,3,6,15,20,16,7,0,73,0,4,19,20,10,14,6,5,0,91,0,8,16,20,35,42,27,19,0,176,0,3,12,24,25,45,38,5,5,152,6,3,36,26,35,35,37,18,0,195,3,6,12,17,21,48,25,5,0,137,0,0,0,3,11,15,3,3,0,38,3,4,7,12,25,7,14,6,0,77,0,0,0,0,0,0,3,0,0,0,0,0,4,0,9,0,5,0,0,18,20,13,32,39,60,81,94,57,26,417,39,67,185,213,290,379,345,144,36,1702
LGA59499,0,20,61,25,38,24,7,0,0,183,0,0,5,0,0,0,0,0,0,5,0,4,10,6,10,7,7,0,0,40,61,107,320,290,254,203,81,37,10,1360,91,378,1159,811,716,763,321,56,12,4307,0,9,26,17,10,7,5,0,0,74,0,4,15,5,5,12,5,0,0,44,3,32,159,91,115,106,71,7,3,595,5,13,64,45,22,38,15,3,0,204,0,10,22,16,10,14,9,0,0,86,3,10,66,25,29,43,27,3,0,209,0,7,25,20,15,43,21,5,6,143,8,33,103,55,43,69,42,5,0,356,8,20,76,23,33,39,20,0,0,215,0,14,40,5,7,10,5,0,0,90,0,11,43,35,26,27,10,4,0,161,0,0,3,0,0,0,4,0,0,8,0,6,7,13,13,4,4,3,0,45,47,135,379,319,355,208,129,25,4,1606,64,307,1027,670,678,635,368,57,8,3823
LGA59799,0,0,8,8,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,8,0,3,27,17,5,5,5,0,0,67,0,25,107,75,55,23,8,0,0,300,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,45,51,41,17,0,0,0,159,0,0,15,0,3,0,0,0,0,20,0,0,4,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,0,0,0,13,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,0,0,8,8,10,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,30,17,21,6,0,0,0,81,0,14,106,98,83,31,4,3,0,341
LGA60210,9,10,33,34,31,34,8,4,0,163,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,4,7,0,30,38,21,29,42,65,106,97,91,38,537,64,78,246,368,496,594,365,173,66,2452,0,0,0,7,13,11,7,4,0,46,0,0,6,7,9,8,7,0,0,35,7,16,21,42,78,130,120,48,6,469,0,5,17,29,36,44,45,10,0,190,3,4,18,27,26,21,17,3,0,119,0,6,22,27,48,75,43,18,0,244,0,5,22,28,37,66,62,14,6,238,0,5,26,39,44,80,44,8,8,257,5,4,35,39,61,83,47,10,0,279,0,0,4,3,10,23,19,3,0,63,4,16,37,42,46,26,25,4,4,197,0,0,0,0,0,0,5,0,0,6,0,0,3,3,3,8,10,4,0,39,39,11,33,42,88,123,140,76,40,593,58,72,244,342,492,704,576,213,68,2771
LGA60410,13,50,128,93,46,33,14,3,5,381,0,0,0,0,0,0,0,0,0,4,0,3,9,15,10,3,0,6,0,49,146,93,164,171,195,235,152,72,20,1249,226,430,1059,1052,889,760,383,136,48,4984,0,8,9,18,10,8,5,0,0,47,4,10,33,29,6,11,0,5,0,101,10,55,182,202,182,179,118,48,11,985,12,37,109,83,82,62,40,12,3,437,5,11,14,38,16,20,5,0,3,120,0,32,77,53,75,86,43,7,4,373,0,15,57,42,40,59,16,8,0,247,22,79,248,218,148,133,55,17,3,915,8,88,193,173,148,105,33,3,0,767,3,4,18,8,14,7,0,3,0,64,11,63,139,109,52,33,31,9,0,439,0,3,3,5,0,0,4,0,0,23,4,5,16,16,5,13,9,4,4,82,166,102,178,213,187,212,179,102,39,1382,248,505,1275,1207,971,920,549,231,70,5975
LGA60610,34,70,108,98,63,40,25,9,0,453,0,0,0,0,0,3,0,0,0,8,0,13,8,10,15,10,7,3,0,69,105,84,103,171,167,178,237,251,161,1463,234,581,1278,1359,1415,1090,760,450,218,7386,0,0,26,35,30,15,16,3,0,125,4,18,36,22,33,11,6,3,0,128,18,92,274,268,264,250,158,108,34,1464,11,36,84,48,78,73,46,31,6,418,7,14,31,39,32,21,15,4,0,165,5,41,134,133,154,164,95,48,17,786,0,22,89,123,109,131,80,62,10,623,35,92,224,240,244,167,79,31,11,1127,16,78,185,160,210,162,60,22,0,901,6,16,31,24,25,21,15,7,3,154,29,72,118,89,79,51,33,18,3,483,3,4,4,4,4,0,0,0,6,26,4,3,16,9,19,14,12,8,3,82,118,83,142,151,223,209,233,159,59,1380,252,580,1401,1338,1493,1288,852,500,162,7865
LGA60810,21,53,118,106,82,51,26,16,6,474,0,0,0,0,0,4,3,0,0,8,0,0,11,18,20,17,11,9,0,80,145,63,119,191,216,206,278,273,111,1590,263,467,1186,1585,1890,1513,938,541,174,8560,0,4,14,20,20,24,27,6,0,127,4,18,36,31,23,21,6,3,0,139,9,99,209,272,297,324,248,109,28,1596,9,53,100,99,121,151,83,56,15,676,9,23,67,83,64,39,27,14,0,329,9,46,140,127,183,226,120,52,20,915,0,23,106,139,169,244,177,74,13,942,12,68,192,259,292,259,116,38,9,1253,21,83,157,190,252,236,82,26,0,1046,0,7,34,29,32,30,22,12,0,167,21,52,118,116,96,64,56,17,5,532,0,4,3,0,3,4,9,7,5,42,0,4,3,15,24,21,18,0,3,91,119,72,145,158,246,266,291,252,115,1657,217,555,1334,1527,1817,1917,1268,662,223,9512
LGA61010,0,6,15,12,4,19,5,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,20,9,23,30,34,45,33,22,7,224,25,49,115,140,137,188,110,40,8,811,0,0,4,5,9,0,6,0,0,25,0,0,0,0,0,0,0,0,0,3,0,4,8,19,17,33,33,9,0,122,0,5,6,5,8,13,11,5,0,48,0,10,27,21,23,14,9,3,0,104,3,0,4,4,17,23,9,5,0,67,0,0,3,4,3,9,11,5,0,38,0,3,26,21,7,21,13,3,0,88,0,0,10,11,17,16,10,3,0,68,0,0,3,9,0,3,7,0,5,20,0,9,8,8,8,12,8,0,0,53,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5,3,4,0,0,9,11,6,16,15,36,41,45,24,8,202,24,36,124,128,149,186,160,51,12,855
LGA61210,12,29,51,34,34,21,9,3,0,197,0,0,0,0,0,0,0,0,0,4,3,0,5,6,6,5,0,0,0,18,80,24,64,73,89,61,75,65,17,546,137,169,490,484,526,370,198,102,31,2509,0,0,5,6,7,9,0,3,0,36,0,8,6,4,3,5,3,0,0,27,13,34,80,92,74,104,51,18,7,475,3,13,42,15,22,32,15,6,0,145,11,38,62,58,56,29,11,4,0,266,0,11,25,30,43,50,28,8,3,198,0,3,37,45,36,32,27,8,0,193,4,38,58,86,80,48,19,9,0,339,12,28,50,55,74,53,12,0,0,281,0,0,5,11,7,4,6,0,0,31,9,28,71,44,40,32,5,6,0,240,0,0,0,0,0,0,0,0,0,5,0,4,4,9,3,8,3,0,0,37,59,57,73,74,131,137,99,68,17,717,109,262,513,521,571,554,289,138,34,2985
LGA61410,45,134,291,307,193,136,76,20,10,1216,0,3,4,3,4,3,4,0,3,25,3,20,50,59,40,50,26,14,7,263,288,264,470,471,465,486,521,493,257,3725,513,1395,3850,4438,4541,3904,2398,1415,552,23015,0,35,125,176,154,118,89,34,24,751,16,41,158,140,78,58,19,9,0,529,9,146,462,518,695,728,594,338,123,3602,16,130,404,302,321,350,204,120,38,1877,6,27,95,111,135,104,40,17,12,531,17,131,443,431,498,516,349,151,67,2597,7,43,352,418,413,635,413,189,53,2513,44,231,854,1027,945,748,495,196,88,4644,28,185,599,658,632,574,309,83,30,3102,7,52,161,142,108,101,89,41,13,723,30,143,322,317,301,168,92,47,15,1433,4,6,10,3,5,16,13,6,13,66,0,12,33,74,56,51,29,26,9,300,249,229,515,496,520,509,515,470,237,3745,427,1403,4528,4814,4856,4666,3267,1725,726,26406
LGA61510,11,22,57,41,38,28,12,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,7,3,0,0,27,75,43,74,102,124,110,128,73,23,757,129,215,504,660,701,580,350,154,41,3334,0,0,8,4,9,9,11,0,0,49,0,4,14,10,9,15,3,0,0,49,4,22,86,127,134,120,105,41,11,655,9,30,63,28,55,51,36,16,0,278,0,11,22,38,35,23,11,7,0,137,0,5,39,35,77,98,52,29,9,348,0,5,23,42,52,45,42,14,3,217,11,33,116,86,95,86,33,15,3,474,0,34,87,100,98,85,38,10,5,459,0,3,14,10,17,9,8,4,0,69,15,27,53,54,44,33,16,3,0,239,3,0,3,7,0,3,5,0,0,18,0,0,8,13,7,7,0,0,0,42,71,50,94,83,117,139,145,112,20,834,118,213,610,641,740,728,507,250,53,3870
LGA61610,43,95,167,164,96,77,38,8,0,684,0,0,0,0,3,4,0,0,0,16,3,5,14,12,17,22,10,3,0,90,172,102,176,208,227,236,290,289,167,1864,314,694,1602,1707,1676,1503,1009,631,284,9425,0,6,28,23,20,21,23,9,5,130,3,23,56,37,27,16,12,0,0,183,12,82,253,288,315,302,232,125,46,1644,13,46,138,112,132,145,105,63,17,771,4,16,36,48,42,38,18,10,0,215,8,42,124,136,154,195,146,55,18,874,0,13,122,144,164,178,146,80,27,877,24,126,352,293,258,245,135,37,8,1479,24,118,218,225,301,210,97,20,9,1226,0,23,33,31,22,39,18,7,3,188,36,78,174,171,107,92,59,24,0,758,0,4,0,0,0,4,14,5,4,30,0,6,26,18,25,15,22,4,3,124,147,77,183,183,219,302,351,310,178,1952,277,652,1755,1721,1789,1794,1373,756,319,10443
LGA61810,10,17,31,38,30,18,20,4,0,166,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,8,4,0,0,29,39,20,29,50,56,80,90,77,22,457,78,147,339,384,469,451,291,160,35,2363,0,0,9,0,7,6,12,0,0,35,0,0,0,0,5,10,5,0,0,19,3,30,73,66,65,87,65,28,11,438,0,8,18,17,24,28,21,15,0,141,0,19,52,45,43,35,14,5,6,219,0,3,24,31,34,59,35,18,3,216,0,11,23,21,26,46,45,16,4,183,0,19,52,40,55,51,34,5,7,253,0,3,36,32,44,54,33,10,0,218,0,0,5,10,4,16,6,0,0,49,0,15,44,29,39,24,18,8,0,177,0,0,0,0,0,0,0,3,3,14,0,0,3,3,7,0,13,0,0,27,50,39,46,75,76,118,109,74,22,608,65,153,388,368,423,534,413,192,58,2600
LGA62010,0,3,4,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,6,11,10,15,3,0,0,50,0,9,33,51,82,101,61,14,3,350,0,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,10,13,18,14,8,0,75,0,0,6,3,3,16,4,0,0,34,0,0,3,9,10,12,6,0,0,40,0,0,6,5,4,20,7,9,0,54,0,0,6,7,9,11,14,0,0,46,0,0,4,5,9,13,13,4,0,48,0,4,0,3,3,17,6,0,0,37,0,0,0,3,5,3,0,0,0,12,0,0,0,3,3,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,12,11,18,16,18,13,3,81,3,15,53,65,71,126,92,33,8,469
LGA62210,4,22,41,29,21,24,9,0,0,151,0,0,0,0,0,0,0,0,0,3,0,0,5,3,8,3,4,0,0,18,48,17,30,46,72,74,93,79,38,492,90,103,313,344,470,432,283,160,58,2252,0,0,3,10,0,8,5,6,0,35,0,4,5,5,9,6,3,0,0,22,4,29,49,80,127,117,77,52,8,543,0,12,17,19,29,39,17,19,0,149,0,7,11,10,13,14,7,0,0,72,5,4,13,27,52,48,41,10,3,201,0,3,19,21,38,40,46,16,0,183,0,14,61,52,54,58,40,9,0,282,5,11,37,51,55,50,41,5,0,255,0,5,8,7,9,7,6,0,0,37,9,18,30,29,28,22,27,5,0,168,0,0,0,0,0,6,0,0,0,5,0,0,3,4,3,8,5,4,0,23,68,50,75,69,116,91,132,72,21,706,92,155,336,378,536,512,444,198,46,2693
LGA62410,5,8,32,37,37,23,9,0,3,152,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,6,0,5,0,27,4,11,27,25,22,73,87,46,34,335,19,47,186,229,283,428,346,113,57,1709,0,0,0,6,6,7,8,5,0,33,0,0,0,8,4,3,0,0,0,18,0,5,20,29,60,84,92,32,12,336,0,0,11,17,41,35,44,16,3,160,0,8,15,19,28,14,13,4,0,109,0,4,15,11,22,39,38,11,3,142,0,0,13,16,19,50,62,16,7,175,0,10,31,33,37,53,58,12,0,237,5,6,18,25,31,51,32,9,0,180,0,0,7,8,8,8,15,9,0,46,0,4,52,36,29,37,19,0,0,181,0,0,0,0,0,0,0,0,0,9,0,0,0,3,8,6,0,0,0,25,25,10,26,46,62,88,135,73,39,506,36,59,205,253,340,483,505,189,71,2152
LGA62610,48,192,324,247,180,101,67,23,3,1187,0,0,0,4,0,0,0,3,0,14,6,16,32,43,41,29,15,6,7,198,268,184,337,406,426,471,564,558,256,3475,500,1293,3454,3097,3088,2308,1572,1101,412,16832,0,16,103,92,74,50,26,9,3,372,0,49,192,114,69,37,15,0,0,480,25,135,420,453,519,500,363,226,66,2698,17,111,273,187,223,242,124,101,30,1308,5,18,71,79,70,61,12,7,0,320,8,64,269,251,282,260,157,94,19,1403,0,30,216,219,184,189,139,85,22,1086,37,247,793,676,566,423,189,82,27,3038,40,217,646,563,524,417,144,40,18,2611,8,25,123,124,76,61,36,18,0,478,41,156,399,265,207,139,72,30,14,1307,7,5,10,6,5,19,19,10,0,83,3,12,48,59,54,43,23,9,10,265,273,202,455,447,520,522,524,469,251,3671,455,1279,4014,3531,3372,2973,1845,1178,466,19103
LGA62810,42,172,299,224,164,113,53,22,3,1088,5,11,3,6,3,0,6,9,0,39,0,36,96,83,76,74,25,14,9,420,232,346,460,365,412,401,318,342,289,3162,405,2281,5460,5107,5115,4483,2233,1333,680,27093,5,168,501,427,380,282,172,65,23,2023,7,115,361,212,152,66,30,6,3,950,7,139,444,383,441,407,350,218,85,2467,3,55,211,206,208,183,114,61,37,1078,4,39,138,172,135,105,45,18,8,676,7,202,866,723,744,693,420,189,88,3933,6,37,310,384,461,741,485,187,91,2709,40,397,1176,900,854,675,393,174,98,4703,23,300,902,900,803,819,585,178,62,4577,17,153,428,315,266,189,139,43,18,1566,36,133,315,231,202,104,72,24,9,1133,11,21,13,4,6,4,13,8,5,84,5,33,94,97,92,92,47,10,3,478,158,301,577,431,457,479,392,248,190,3233,334,2096,6338,5389,5212,4829,3255,1444,722,29616
LGA63010,10,37,86,83,69,37,16,3,0,348,0,0,0,0,0,0,0,0,0,0,5,0,8,18,14,15,15,0,0,83,75,31,64,125,124,140,173,130,29,897,141,283,830,1268,1285,1197,692,274,67,6033,0,0,24,37,57,52,48,13,0,237,6,5,27,29,27,16,10,3,0,128,7,46,169,149,217,265,187,74,19,1142,3,38,77,88,87,93,54,20,4,458,0,25,71,104,87,63,24,5,3,393,0,16,72,100,147,187,92,29,4,658,4,4,34,93,114,146,128,43,11,583,10,44,154,179,198,179,127,21,6,930,9,50,120,177,213,209,131,26,5,930,0,9,42,63,67,74,49,14,0,317,15,31,92,100,72,66,38,16,4,427,0,0,0,0,3,0,6,5,0,13,0,3,17,19,21,23,12,6,0,107,129,61,125,185,179,238,234,154,42,1347,196,337,1027,1324,1491,1628,1141,431,97,7676
LGA63210,9,27,42,32,27,24,5,0,0,172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,5,5,0,0,22,27,16,23,54,61,69,65,57,18,386,58,122,305,450,511,449,243,99,28,2264,0,0,7,3,12,9,8,5,4,40,0,4,0,5,5,13,5,0,0,29,10,18,72,62,116,103,77,27,6,496,3,4,23,10,37,50,28,9,0,173,6,9,22,34,31,20,7,3,0,131,0,10,32,41,61,67,46,10,6,265,0,0,12,41,33,42,39,9,0,182,11,17,65,62,83,64,38,6,0,336,0,13,40,47,71,52,22,5,0,246,0,4,16,15,14,10,9,4,0,76,6,16,35,40,25,20,9,0,0,150,0,0,6,0,3,5,7,0,0,19,0,0,0,0,10,12,4,0,0,28,51,24,54,64,109,91,97,47,20,553,86,115,380,422,605,554,399,122,44,2732
LGA63410,0,0,15,10,13,9,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,11,23,19,20,12,8,115,15,24,105,100,125,152,80,31,16,655,0,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,0,7,30,18,22,29,28,12,3,154,0,3,6,0,7,17,4,11,0,51,3,10,15,11,9,11,5,4,0,61,0,0,15,6,8,21,3,3,4,64,0,3,16,15,9,18,9,13,0,74,0,8,14,13,16,19,8,3,0,84,0,4,14,8,4,14,4,0,0,47,0,0,0,0,4,4,0,0,0,16,0,5,11,8,5,10,8,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,3,0,0,8,20,8,12,11,26,31,22,14,9,152,26,43,136,99,119,174,98,62,19,765
