LGA_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
LGA54280,35,43,52,68,30,18,0,3,0,248,723,445,567,775,830,634,273,118,48,4419,0,0,0,0,0,0,0,0,0,0,185,153,87,134,117,51,16,6,0,760,0,0,0,0,0,0,0,0,0,0,1726,1031,1209,1102,1028,581,244,124,51,7092,108,62,53,66,60,35,16,3,5,410,16,11,16,21,16,5,6,0,4,101,31,30,15,36,29,17,13,5,0,176,92,45,52,45,35,17,6,0,0,287,60,31,31,52,41,20,4,10,5,247,0,0,3,0,3,0,0,0,0,8,14,10,16,18,23,9,0,0,0,90,70,31,31,36,47,19,14,3,0,250,122,43,84,124,149,129,50,21,8,731,19,3,11,18,24,14,3,9,0,109,46,16,16,26,20,9,0,4,0,134,177,120,108,135,231,174,67,29,14,1037,327,170,183,205,138,62,19,8,0,1108,29,29,13,29,23,7,3,0,0,126
LGA54310,30,24,69,67,64,29,0,0,0,288,501,257,499,685,651,350,67,13,3,3027,0,0,0,0,0,0,0,0,0,0,84,38,65,71,61,26,3,0,3,360,0,0,0,0,0,0,0,0,0,0,1115,567,910,953,724,338,83,18,0,4709,13,12,4,21,11,5,0,0,0,71,11,15,31,18,17,15,0,0,0,110,13,12,15,12,8,4,0,0,0,70,22,11,13,15,15,12,0,0,0,78,10,7,23,29,30,8,7,0,0,114,0,0,0,0,0,0,0,0,0,0,7,0,8,5,7,0,0,0,0,40,15,18,18,12,23,13,0,0,0,106,20,24,42,76,102,78,15,3,0,362,6,10,5,7,11,10,0,0,0,51,18,4,11,14,10,4,0,0,0,52,75,46,98,114,104,84,20,4,0,542,147,71,112,100,69,45,4,0,0,552,8,6,10,7,16,5,0,0,0,51
LGA54340,11,0,9,21,14,0,0,0,0,52,120,55,48,88,108,103,79,42,22,671,0,0,0,0,0,0,0,0,0,0,99,51,36,62,67,39,21,26,9,406,0,0,0,0,0,0,0,0,0,0,184,78,85,87,101,70,53,41,6,702,0,0,0,0,0,0,0,0,0,0,4,0,7,0,5,5,0,0,0,13,10,4,4,8,3,5,13,0,5,46,5,0,6,5,0,0,0,0,0,16,29,11,10,16,14,13,13,7,0,111,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,4,8,0,37,14,3,5,3,3,3,5,0,0,33,3,6,0,9,10,12,12,7,4,59,0,0,3,3,3,0,8,3,0,24,0,0,3,7,0,0,3,0,0,15,20,17,12,23,38,43,18,11,3,184,55,28,22,32,15,10,11,3,0,183,0,0,0,0,0,0,0,0,0,5
LGA54410,0,0,0,0,0,0,0,0,0,0,49,19,24,37,52,52,36,36,22,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,4,16,0,0,0,0,0,0,0,0,0,0,57,10,23,32,27,21,27,13,0,216,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,0,0,0,16,0,0,0,3,4,9,9,10,0,30,0,0,0,0,8,0,0,0,0,7,0,0,3,3,0,6,0,4,0,14,15,13,13,11,20,13,23,10,0,118,7,0,0,7,5,3,6,7,0,29,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,0,0,29,6,15,20,16,21,11,0,0,125,0,0,0,0,0,0,0,0,0,0,8,4,6,0,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,16,3,14,14,7,12,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9,8,18,12,4,0,0,78,5,3,0,3,7,5,5,0,0,35,0,0,0,0,0,0,0,0,0,0
LGA54550,3,0,0,0,0,0,0,0,0,8,125,33,54,89,111,106,80,46,13,658,0,0,0,0,0,0,0,0,0,0,3,3,7,4,10,9,6,4,0,53,0,0,0,0,0,0,0,0,0,0,84,41,39,41,59,38,31,23,11,362,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,0,10,3,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,3,8,15,3,4,0,28,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,9,9,32,34,26,27,14,4,169,7,7,7,5,12,9,0,0,0,40,3,0,3,0,0,0,0,0,0,10
LGA54620,0,0,0,0,0,0,0,0,0,5,43,22,40,44,56,61,23,13,0,310,0,0,0,0,0,0,0,0,0,0,12,0,0,3,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,24,12,35,32,36,14,17,3,3,173,4,0,4,0,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,9,8,3,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,5,7,11,6,4,0,69,14,0,4,12,0,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,18,4,20,14,25,24,20,16,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,9,11,9,7,12,6,3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,6,8,3,0,22,6,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,0,53,6,37,39,34,58,34,22,6,284,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,53,3,15,38,22,28,4,11,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,10,6,4,17,7,3,0,71,5,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4
LGA54830,57,44,83,66,54,32,7,5,0,349,904,483,628,843,864,770,536,321,92,5441,0,0,0,0,0,0,0,0,0,0,83,60,55,62,65,58,35,18,5,446,0,0,0,0,0,0,0,0,0,0,1353,834,1003,906,680,551,338,167,36,5865,13,11,10,22,12,9,7,3,0,75,52,16,47,36,27,34,13,3,0,227,72,32,47,47,36,47,36,20,4,334,25,12,18,11,13,9,4,3,0,100,26,9,31,20,19,18,15,10,6,164,9,0,4,0,0,0,0,0,0,9,19,12,15,26,18,9,8,0,0,103,102,40,72,56,45,32,29,9,0,381,43,33,61,73,104,95,97,36,16,556,13,6,19,18,18,15,13,8,3,114,17,3,0,15,9,6,8,0,0,60,100,72,91,83,103,101,68,32,12,661,266,163,169,149,100,57,34,9,0,947,14,10,15,5,10,4,3,3,0,67
LGA54900,0,0,0,0,0,0,0,0,0,3,54,28,38,67,89,72,34,17,10,406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,63,18,41,45,59,31,19,5,6,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,0,0,0,4,7,0,0,7,12,3,4,4,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,6,11,19,26,22,6,6,0,130,19,3,5,6,12,3,6,5,0,52,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,3,4,7,23,23,40,30,4,0,0,128,0,0,0,0,0,0,0,0,0,0,4,0,5,9,4,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,12,32,41,48,29,20,16,4,0,202,70,47,28,35,32,9,3,0,0,223,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,11,5,4,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,8,0,0,0,27,0,0,3,0,0,0,0,0,0,4,8,0,0,5,3,0,0,0,0,15,0,0,0,9,3,0,6,4,0,30,8,5,3,4,6,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0
LGA55040,3,3,7,4,0,0,0,0,0,22,59,28,54,70,85,40,16,3,0,350,0,0,0,0,0,0,0,0,0,0,12,4,7,6,7,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,45,42,102,68,70,35,7,0,0,373,8,9,8,4,7,0,0,0,0,26,0,0,0,7,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,4,0,6,0,0,0,0,12,16,0,7,4,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,18,0,0,0,3,0,0,0,0,0,5,4,0,8,12,12,9,4,0,0,44,0,0,0,0,0,0,0,0,0,4,7,0,9,7,0,6,0,0,0,30,8,0,14,8,11,4,5,0,0,49,13,9,20,6,9,3,0,0,0,56,0,0,0,0,0,0,0,0,0,5
LGA55110,84,78,120,148,132,81,26,5,0,673,2148,1416,1147,2048,2616,3258,3309,2020,663,18625,0,0,0,0,0,0,0,0,0,0,365,174,138,201,187,207,178,100,26,1578,0,0,0,0,4,0,5,4,0,7,2909,1777,1380,1735,1946,1714,1457,822,221,13959,29,29,5,20,34,37,27,21,8,215,32,13,21,36,32,29,19,14,0,201,66,63,69,56,81,101,57,37,16,538,61,52,37,23,32,28,17,6,4,259,98,33,42,64,64,76,48,37,17,479,5,0,0,4,0,0,3,0,0,12,24,19,21,19,22,24,22,6,0,146,131,105,50,94,77,58,56,32,7,616,115,65,74,151,244,397,376,276,83,1790,18,8,10,21,31,48,47,33,20,232,16,17,11,9,12,17,16,10,4,117,245,179,148,234,385,480,488,340,125,2625,460,329,264,238,304,190,159,52,12,2009,15,18,7,8,21,16,11,0,0,97
LGA55180,15,3,13,7,12,10,0,0,0,72,227,106,93,242,349,382,276,141,73,1894,0,0,0,0,0,0,0,0,0,0,39,23,13,23,35,33,18,12,0,187,0,0,0,0,0,0,0,0,4,4,449,190,147,272,317,267,161,115,36,1954,4,0,0,0,0,4,9,0,0,18,19,4,4,3,13,7,17,16,4,107,4,5,5,6,16,12,5,4,0,56,4,4,0,0,0,3,0,0,0,13,8,0,5,6,8,12,4,3,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,10,7,6,6,6,8,0,0,0,0,33,8,3,3,6,19,26,39,21,0,129,0,0,0,0,0,6,0,0,0,10,6,5,6,8,17,9,10,14,0,79,55,32,17,40,81,76,90,31,9,431,62,33,19,33,36,29,18,13,4,237,0,0,0,0,0,6,0,0,0,3
LGA55250,0,0,3,4,3,0,0,0,0,14,5,3,30,27,31,35,16,3,0,166,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,28,35,25,45,22,12,3,0,186,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,0,0,0,17,0,0,0,0,0,0,0,0,0,4,20,11,19,10,13,16,3,0,0,96,0,0,4,3,7,11,0,0,0,34,15,6,4,3,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0
LGA55320,295,547,429,431,448,508,193,70,18,2928,2015,1568,1122,2162,2822,2986,2181,1843,947,17643,0,0,0,0,0,0,0,0,0,0,411,371,183,263,334,269,154,109,46,2143,41,23,26,16,14,12,7,10,3,154,5331,4125,2681,3442,3867,3146,1881,1312,488,26265,33,23,20,28,40,49,55,26,20,297,118,117,88,132,159,113,77,43,21,882,39,23,36,27,38,42,9,17,11,248,22,13,11,15,23,9,0,6,0,100,77,50,61,68,77,68,61,37,17,516,7,11,0,11,9,5,5,0,0,50,22,56,44,34,60,35,13,13,5,269,145,157,108,96,115,103,51,26,5,809,284,274,210,325,504,534,377,335,190,3025,6,15,3,15,13,27,13,17,8,120,15,14,18,11,16,18,8,11,5,112,469,453,300,417,596,719,532,462,209,4157,490,481,355,329,403,333,142,81,23,2639,17,17,7,24,12,18,6,13,5,116
LGA55390,0,0,0,0,0,0,0,0,0,0,11,6,3,5,8,10,7,0,0,36,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,5,0,0,0,21,21,11,9,5,8,8,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA55460,0,6,3,3,0,0,0,0,0,20,112,57,70,99,131,137,76,51,15,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,156,65,78,101,85,68,44,40,3,647,15,0,8,15,3,7,10,3,0,57,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,8,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,4,0,0,0,0,8,0,3,0,5,7,11,11,6,0,44,0,0,0,0,3,5,0,0,0,9,16,5,11,7,7,11,3,0,0,61,47,18,22,29,38,26,35,20,7,238,22,19,13,19,15,4,7,3,0,100,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,0,16,12,6,19,22,28,10,12,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,7,11,19,14,14,13,8,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,4,7,8,3,0,0,31,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,4,0,0,0,0,0,7,89,43,65,93,124,111,63,43,25,663,0,0,0,0,0,0,0,0,0,0,24,4,6,15,5,13,4,0,0,72,0,0,0,0,0,0,0,0,0,0,178,84,81,89,91,65,53,14,7,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,3,0,0,0,9,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,6,4,6,4,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,5,0,17,14,8,14,18,22,31,20,8,7,141,23,7,4,12,3,9,0,0,0,58,5,3,0,3,0,0,0,0,0,11
LGA55670,3,0,6,0,3,0,0,0,0,10,48,27,7,41,44,31,19,24,9,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,23,25,28,30,18,18,5,0,196,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,9,11,4,0,0,6,0,3,0,3,36,3,0,0,3,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA55740,10,16,28,27,23,18,13,5,0,149,339,264,142,240,316,322,277,142,96,2142,0,0,0,0,0,0,0,0,0,0,14,10,13,4,23,13,6,4,5,88,0,0,0,0,0,0,0,0,0,0,428,279,268,257,259,218,148,88,41,1977,0,7,0,5,0,3,0,0,0,12,20,15,5,22,20,10,7,0,5,110,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,4,8,9,5,3,4,4,4,42,0,0,0,0,0,0,0,0,0,7,14,5,6,9,5,0,0,0,0,33,10,6,6,3,12,8,5,0,0,43,26,18,14,26,42,40,29,26,16,236,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,53,42,24,27,60,54,32,21,11,320,23,31,24,20,24,17,18,5,0,159,0,3,0,0,3,0,5,0,0,14
LGA55810,0,0,0,3,0,0,0,0,0,4,6,7,4,15,24,17,17,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,35,25,17,37,34,16,18,8,0,190,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,3,0,3,0,3,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,27,11,3,7,4,0,0,0,0,54,5,0,0,0,4,3,0,0,0,18,3,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,0,0,34,0,19,37,27,22,18,8,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,7,16,16,18,12,4,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,8,9,4,0,0,35,5,6,4,3,7,4,0,0,0,34,0,0,0,0,0,0,0,0,0,3
LGA55950,0,0,0,0,0,0,0,0,0,0,8,8,9,10,23,25,9,9,0,103,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,27,10,7,14,12,12,12,10,0,110,8,3,6,9,4,4,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,6,0,0,0,4,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8,7,0,35,6,4,8,3,9,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0
